Department,NO,Name,Credit,Description,is_fall,is_spring,is_summer
GEOS,470,Data Analysis Methods in Geosciences,3,"Research methods from conceptualization of a scientific problem to data collection, analysis, and visualization; basic data analysis methodologies in the geosciences; emphasis on real-world applications from environmental, atmospheric, and oceanographic sciences. Prerequisites: Junior or senior classification; MATH 151 and STAT 303 or concurrent enrollment, or approval of instructor.",TRUE,TRUE,FALSE
GEOS,481,Seminar,1,Acquaint students with current research themes in the environmental field. May be repeated 4 times for credit. Prerequisite: Junior or senior classification.,TRUE,TRUE,FALSE
GEOS,484,Internship,6,Provides opportunity to gain practical experience in a working situation either during the semester or summer; work experience must have relevance to the degree sought and/or career objectives. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: Junior or senior classification and approval of internship agency and departmental director.,TRUE,FALSE,TRUE
GEOS,489,Special Topics in...,4,Selected topics in an identified area of geosciences. May be repeated for credit.,TRUE,TRUE,FALSE
GEOS,491,Research,4,Research conducted under the direction of a faculty member in the College of Geosciences. Registration in multiple sections of this course is possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisites: Junior or senior classification and approval of instructor.,FALSE,TRUE,FALSE
GERM,101,Beginning German I,4,"(GERM 1411, 1511) Beginning German I.   Elementary language study with oral, written and reading practice. Preparation for conversation. Part of class preparation will be done in language laboratory.",TRUE,TRUE,FALSE
GERM,102,Beginning German II,4,"(GERM 1412, 1512) Beginning German II.   Continuation of GERM 101. Part of class preparation will be done in language laboratory. Prerequisite: GERM 101.",TRUE,TRUE,FALSE
GERM,201,Intermediate German I,3,(GERM 2311) Intermediate German I.   Readings of average difficulty. Review of grammar; practice in conversation composition. Prerequisite: GERM 102.,TRUE,TRUE,FALSE
GERM,202,Intermediate German II,3,(GERM 2312) Intermediate German II.   Continuation of GERM 201 with more advanced material. Some literary selections included in class readings. Prerequisite: GERM 201.,TRUE,TRUE,FALSE
GERM,221,Field Studies I,3,"German language and culture taught in Germany; supervised travel of cultural interest; living with local families; participation in the activities and courses of a German university or institute; written and oral reports, exams; to be taken concurrently with GERM 222. Prerequisite: GERM 102 with a grade of B or higher.",FALSE,FALSE,TRUE
GERM,222,Field Studies II,3,"German language and literature taught in Germany in cooperation with a German university or institute; exams, written reports; to be taken concurrently with GERM 221. Prerequisite: GERM 102 with a grade of B or higher.",FALSE,FALSE,TRUE
GERM,310,Composition,3,Development of writing skills in German; emphasis on grammatical construction; taught in German. Prerequisite: GERM 202 or GERM 222.,FALSE,TRUE,FALSE
GERM,311,Conversation,3,"Development of effective communication skills in spoken German, with emphasis on language appropriate to various social context; taught in German. Prerequisite: GERM 202 or GERM 222.",TRUE,FALSE,FALSE
GERM,315,Literary Investigations: German Short Fiction,3,Readings of selected works of short prose from the early 20th century to the present with emphasis on principles of literary analysis; conducted in German. Prerequisite: GERM 202 or GERM 222.,TRUE,FALSE,FALSE
GERM,316,Advanced Business German,3,"Continuation of GERM 203; reading and oral practice of German pertinent to business, trade and international commerce. Prerequisite: GERM 202 or GERM 222.",TRUE,FALSE,FALSE
GERM,321,German Culture and Civilization I,3,German culture and civilization from classical antiquity to 1830; major stylistic periods in literature and the fine arts; conducted in German. Prerequisite: GERM 202 or GERM 222.,FALSE,FALSE,TRUE
GERM,322,German Culture and Civilization II,3,German culture and civilization from 1830 to the present; conducted in German. Prerequisite: GERM 202 or GERM 222.,FALSE,FALSE,TRUE
GERM,333,Contemporary Germany,3,"Social, political, and economic debates and issues in Germany from 1945 to the present through the arts (literature, film, video, music); focus on post-war reconstruction, divided Germany, and post-reunification periods; conducted in German. Prerequisites: GERM 310 or GERM 315, or registration therein.",FALSE,TRUE,FALSE
GERM,334,German Drama,3,"Study, analysis and public presentation in German of a major German dramatic work; literary theory and intensive conversational practice combined with skills of language acquisition within a performance setting. Prerequisite: GERM 310 or GERM 315, or registration therein.",FALSE,TRUE,FALSE
GERM,336,German Fairy Tales,3,"Introduction to and study of fairy tales and children's literature through German tradition in these forms; reception of fairy tales through adaptation and modernization; taught in German. Prerequisite: GERM 310 or GERM 315, or registration therein.",FALSE,TRUE,FALSE
GERM,410,Seminar in German Literature and Culture,3,"Survey of major literary and intellectual landmarks of a period in German history (Enlightenment, Romanticism, High Modernism, post-1945); study of literary works in context of social and cultural history, with attention to Germany's particular place in Europe and the world; taught in German. May be taken two times. Prerequisite: 6 hours in GERM at 300-level, or approval of instructor.",TRUE,FALSE,FALSE
GERM,411,German Author and Genre Studies,3,"Examination of the work of a specific author, such as Goethe, Schiller, Kafka, Brecht, Frisch, or Grass, or the diachronic study of a specific genre, e.g., poetry, drama, prose; taught in German. May be taken two times. Prerequisite: 6 hours in GERM at 300-level, or approval of instructor.",TRUE,FALSE,FALSE
GERM,435,German Film,3,"Consideration and analysis of major works and directors of German Film; interpretation of culture through film; relationship of film to history, literature, and other arts; taught in English. May be repeated for credit. Prerequisites: Junior or senior classification, or approval of instructor. Cross Listing: FILM 435/GERM 435.",FALSE,TRUE,FALSE
GERM,485,Directed Studies,4,"Individual supervision of readings or assigned projects, selected for each student individually; written and oral reports. Prerequisite: Approval of instructor and department head.",TRUE,TRUE,FALSE
HCPI,555,Leadership and Health Policy I,3,This course will emphasize leadership skills while focusing on ethical decision making and effective working relationships within an organization. It will prepare the health profession leader to intervene at the system level through the policy development process.  Advocacy strategies to influence health and health care will be applied.,TRUE,FALSE,FALSE
HCPI,557,Contemporary Healthcare Issues,3,"This course explores contemporary healthcare issues that affect the medical and dental needs of special care patients. The healthcare issues are examined within historic, economic, and philosophical contexts and students will analyze those that affect individuals with special healthcare needs.",FALSE,FALSE,TRUE
HEFB,222,Teaching and Schooling in Modern Society,3,"Developing an understanding of students in multiple settings and levels; development, structure, history, finance, and management of schools in a democratic society; philosophical, ethical and moral dimensions of teaching; professional role of teacher. Prerequisites: Junior or senior classification; majors only. Cross Listing: KNFB 222/HEFB 222.",TRUE,TRUE,FALSE
HEFB,322,NA,NA,NA,FALSE,TRUE,FALSE
HEFB,324,Technology and Teaching Skills for the 21st Century Learner,3,"Preparation of future Health and Physical Education teachers with practical skills related to: technology in the classroom/gymnasium, strategies for addressing urban education and English language learners, liability, management and classroom discipline, development of professional communication skills and time management; includes field based experiences in diverse classroom settings. Prerequisites: HEFB 222/KNFB 222; junior or senior classification; admission to professional phase of program. Cross Listing: KNFB 324/HEFB 324.",TRUE,TRUE,FALSE
HEFB,325,Introduction to Secondary School Teaching,3,"Introduce fundamental teaching skills and theories necessary for preparing reflective teachers; examine classroom management, learning strategies and assessment techniques; classroom lectures combined with field-based experiences to link theory into practice. Prerequisites: HEFB 324/KNFB 324; admission to the professional phase of program; junior or senior classification. Cross Listing: KNFB 325/HEFB 325.",TRUE,TRUE,FALSE
HEFB,450,Supervised Student Teaching,6,"Observation and participation in an accredited public school classroom; techniques of teaching student's teaching fields, and appropriate instructional strategies for assigned student population. Prerequisites: Admission to professional phase of program and to student teaching; junior or senior classification. Cross Listing: KNFB 450/HEFB 450.",TRUE,TRUE,FALSE
HISP,201,Current Issues in Hispanic Studies,1,Exploration of current issues and concerns in Hispanic Studies through attendance and participation in Hispanic Studies-related events and lectures by noted academics and professionals in Hispanic Studies; in-class discussions. May be taken three times for credit. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: ENGL 104.,TRUE,FALSE,FALSE
HISP,204,Spanish and Spanish American Literature in Translation,3,"Survey of literature from the Spanish-speaking world from the Middle Ages to the present; English translations of masterpieces of Spanish language literature; authors such as Cervantes, Lope de Vega, Dario, Garcia Marquez. Taught in English.",FALSE,TRUE,FALSE
HISP,205,Don Quixote and the Other Arts,3,"A study of Miguel de Cervantes' masterwork, Don Quixote, and its representations in other arts such as painting, film and music. Taught in English.",FALSE,TRUE,FALSE
HISP,250,Contemporary Spanish Culture,1,Cultural and practical orientation for students participating in the summer study abroad programs in Spain; brief introduction to contemporary social and cultural institutions; discussions of Spanish university system; oral reports and final paper; readings and discussion in English and Spanish. Prerequisite: SPAN 101 or equivalent.,FALSE,TRUE,FALSE
HISP,285,Directed Studies,3,"Individual supervision of readings or assigned projects in Hispanic Studies, selected for each student individually. Prerequisites: Approval of instructor and department head.",FALSE,TRUE,FALSE
HISP,352,Hispanic Literature and Film,3,"The language of film, and film as fiction; the relationship between film and literature; films as expressions of cultural realities through the adaptation of Hispanic literary works; readings and lectures in English.",FALSE,TRUE,FALSE
HISP,362,Latino/a Literature,3,"Literature by U.S.-based Latino/a authors writing mostly in English; examination of historical and social contexts of cultural production; may include novels, poetry, short stories, plays, and films to gain understanding of aesthetic expression of diverse Latino/a authors, including but not limited to Mexican Americans, Puerto Ricans, Cuban Americans and Dominican Americans. Prerequisite: Junior or senior classification. Cross Listing: ENGL 362/HISP 362.",TRUE,TRUE,FALSE
HISP,371,NA,NA,NA,FALSE,TRUE,FALSE
HISP,600,Introduction to Hispanic Studies,3,"Interdisciplinary review of linguistic, literary, theoretical, cultural, historical and socio-economic issues of the Hispanic world; study of the mechanics and ethics of scholarly procedure and bibliographical guidance on original research; Spanish-language writing practicum. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
HISP,603,Development of the Spanish Language,3,The origin and development of the Spanish language from pre-Roman to modern period with emphasis on the socio-historical contexts; analysis of literary and documentary evidence of linguistic evolution. Prerequisite: HISP 602 or approval of instructor.,FALSE,TRUE,FALSE
HISP,606,Spanish in the United States,3,"In-depth description and analysis of Spanish varieties spoken in the United States, by both traditional and new immigrant populations, including New Mexico and Louisiana Spanish, Mexican, Cuban, Puerto Rican, Dominican, Central and South American dialects; topics include accommodation, koinéization, borrowing, code-switching, attitudes and policies related to language maintenance and shift. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
HISP,607,Seminar in Spanish Linguistics,3,"Intensive investigation of an issue important to understanding historical linguistics, dialectology, sociolinguistics, developments in theoretical and applied linguistics. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
HISP,618,Hispanic Traditional and Popular Culture and Religion,3,"Examination of traditional and popular cultural forms in the Hispanic world including legends and proverbs, religious beliefs and practices, music and dance, film and media production; comparison, appreciation, and evaluation of written, visual and oral formats; application of current research methods to the analysis of cultural artifacts. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
HISP,620,Studies in Critical Theory,3,Comprehensive examination of theories of criticism and their application to the study of literature and culture. Prerequisite: Graduate classification.,TRUE,FALSE,FALSE
HISP,625,U.S. Hispanic Literature and Culture,3,"Study of the origins and evolution of U.S. Hispanic literature, culture and folklore, and U.S. Hispanic regional dialects. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
HISP,630,Seminar in Latin American Literature,3,"Study of the literary production of Latin America from colonial times to the present; topics may include colonial literature, Romanticism, Modernism, the novel of the Mexican Revolution, contemporary trends in the Latin American novel, Afro-Hispanic literature, Hispanic Caribbean literature. May be taken three times for credit. Prerequisite: Graduate classification.",TRUE,TRUE,FALSE
HISP,640,Seminar in History of Ideas in the Hispanic World,3,"Study of cultural and ideological currents as reflected in Spanish literature; topics may include Spain and European culture, European thought in Latin America, the Renaissance in Spanish literature and society, Spain and Western tradition, national identity, U.S. Hispanic nationalism. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",TRUE,TRUE,FALSE
HISP,646,Seminar in Cultural Encounters and Borders,3,"Study of cultural encounters across borders in geography, language, society, gender and genre. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",TRUE,TRUE,FALSE
HISP,660,Seminar in Hispanic Cultural Studies,3,Intensive study and research on specialized subjects in cultural studies. May be taken three times for credit as content varies. Prerequisite: Graduate classification.,TRUE,TRUE,FALSE
HISP,664,Seminar in Hispanic Theater,3,"Study of Peninsular, Latin American, U.S. Hispanic, Afro-Hispanic theater and performance. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
HISP,665,Seminar in Spanish Literature,3,"Study of Peninsular literary periods, genres and authors from medieval to contemporary times. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
HISP,667,Seminar in Hispanic Genre Studies,3,"Study of selected topics in the works, characteristics and classifications of a given genre cultivated by Hispanic writers. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",FALSE,TRUE,FALSE
HISP,670,Seminar in U.S. Hispanic Literature,3,"Study of the literary production of U.S. Hispanic authors; topics may include bilingual literature, Nuyorican literature, Cuban American literature, Chicano literature, the immigrant novel, ethnic autobiography, U.S. Hispanic theater, Chicano theater. May be taken three times for credit as content varies. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
HISP,672,Hispanic Film and Performance Arts,3,"Theoretical and historical exploration of cinema and performance arts in the Hispanic world: description and interpretation of films and performance arts such as flamenco and folkloric ballet with particular attention to history, ethnology, artistic trends and tendencies, and relationship to other arts. Prerequisite: Graduate classification.",TRUE,FALSE,FALSE
HISP,675,Spanish Language Teaching Methods,3,"Overview of the current language methodology as it applies to the teaching of Spanish to native and non-native speakers, pedagogical and professional issues related to teaching Spanish at the college level. Prerequisite: Graduate classification and approval of instructor.",FALSE,TRUE,FALSE
HISP,689,Special Topics in...,4,"Selected topics in an identified area of Hispanic linguistics, literature, or culture. May be repeated for credit. Prerequisite: Approval of instructor.",TRUE,FALSE,TRUE
HIST,101,Western Civilization to 1660,3,"(HIST 2311) Western Civilization to 1660.   Ancient civilizations, Greek, Roman and Asian; Christianity; medieval civilization in west, eastern Europe; political, social and intellectual developments from earliest human cultures to 1660.",TRUE,TRUE,TRUE
HIST,102,Western Civilization Since 1660,3,"(HIST 2312) Western Civilization Since 1660.   Religious, dynastic and imperial developments; Industrial Revolution; western democracies; rise of nationalism and communism; central and eastern Europe; intellectual revolution; World Wars I and II and the contemporary world.",TRUE,TRUE,TRUE
HIST,103,World History to 1500,3,"(HIST 2321) World History to 1500.   Development of major world societies in the premodern era; emergence of agrarian-based modes of production, political states, religious economy and a global division of systems; Eurasian world system and the civilizations of Africa and the Americas.",TRUE,TRUE,FALSE
HIST,104,World History Since 1500,3,"(HIST 2322) World History Since 1500.   Interaction of major world societies in the modern era; emergence of the modern world-economy and a global division of labor; European imperialism and colonialism and reactions in Africa, Asia and Latin America.",TRUE,TRUE,FALSE
HIST,105,History of the United States,3,(HIST 1301) History of the United States.   Colonial heritage; Revolution; adoption of Constitution; growth of nationalism and sectionalism; Civil War; Reconstruction.,TRUE,TRUE,TRUE
HIST,106,History of the United States,3,(HIST 1302) History of the United States.   Since reconstruction; new social and industrial problems; rise of progressivism; U.S. emergence as a world power; World War I; reaction and New Deal; World War II; contemporary America.,TRUE,TRUE,TRUE
HIST,210,Russian Civilization,3,"Russian history, culture and society from origins to the present; rise of the Russian Empire; autocracy; modernization without liberalization; reforms, reaction, revolution; development of Communist regime; continuity from Imperial to Soviet period in industrialization, bureaucracy and treatment of peasants, nationalities and intellectual opposition; Gorbachev and a new 'revolution.",FALSE,TRUE,FALSE
HIST,213,History of England,3,"(HIST 2313) History of England.   British, Saxon and Norman origins; national development; struggles between church and state; crown and nobles; nobles and commons; development of parliament.",TRUE,TRUE,FALSE
HIST,214,History of England,3,(HIST 2314) History of England.   Agrarian and Industrial Revolutions; relations with Ireland; evolution of democracy; struggles with France and Napoleon; social legislation in the 20th century; growth of Empire until World War II.,TRUE,TRUE,FALSE
HIST,220,History of Christianity: Origins to the Reformation,3,"History of Christian doctrine, ecclesiastical organization, and religious practice, origins through Reformation, with emphasis on religion and society; life and teachings of Jesus; apostolic church; patristic period; Christianization of Roman Empire and northern Europe; monasticism; medieval church; Gregorian reform; heresy; papal monarchy; schism and conciliarism; reformations of the sixteenth century. Cross Listing: CLAS 220 and RELS 220.",TRUE,TRUE,FALSE
HIST,221,History of Islam,3,"Introduction to the history of Islam, from the origins of the religion to the present; development of Islamic law; gender issues; expansion of Islam to Sub-Saharan Africa and South Asia; globalized Islam. Cross Listing: RELS 221/HIST 221.",TRUE,TRUE,FALSE
HIST,226,History of Texas,3,"(HIST 2301) History of Texas.   History of Texas from Spanish period to present day. Stress placed upon period of Anglo-American settlement, revolution, republic and development of modern state.",TRUE,TRUE,TRUE
HIST,230,"American Military History, 1609 to Present",3,"Main events, personalities and technologies related to American military history.",TRUE,TRUE,FALSE
HIST,232,History of American Sea Power,3,Development of American sea power from the 18th century to the present.,TRUE,FALSE,FALSE
HIST,234,European Military History,3,"Includes societal involvement, democratization of war, technology, strategy, military thought and campaigns.",TRUE,TRUE,FALSE
HIST,258,American Indian History,3,"Survey of American Indian history; Pre-Columbian, First Contact, Colonial Conquest, Differentiation between cultural groups; Reservation period, twentieth-century self-determination, and Pan-Indianism.",TRUE,TRUE,FALSE
HIST,280,The Historian by Craft,3,The Historian's Craft.   The world of the professional historian; meanings and uses of history; current debates; archival research; evidence and argumentation; principles and methods of the analytical narrative.,TRUE,TRUE,TRUE
HIST,300,"Blacks in the United States, 1607-1877",3,"Blacks in the United States from the colonial period to 1877; the slave trade, slavery, free blacks and the impact of the Civil War and Reconstruction on blacks. Prerequisite: Junior or senior classification. Cross Listing: AFST 300/HIST 300.",TRUE,TRUE,TRUE
HIST,301,Blacks in the United States Since 1877,3,"Blacks in the United States from the end of Reconstruction to the present; the ideologies of black leaders, disfranchisement, lynching and the quest for equality in the 1950s and 1960s. Prerequisite: Junior or senior classification. Cross Listing: AFST 301/HIST 301.",TRUE,TRUE,FALSE
HIST,302,Women and War in the African Diaspora,3,"Case studies of women and war in the African diaspora in a wide historical and comparative context; social, economic, and cultural influence of war on women by lives; women as victims, combatants, and refugees; historical construction of race, ethnic and gender identity during times of conflict. Prerequisite: Junior or senior classification.",TRUE,FALSE,FALSE
HIST,304,Mexican-American Frontier to 1848,3,"Origins and development of Spanish and Mexican history of Greater Southwest; exploration and conquest; Spanish entradas into Southwest; rise of institutions and colonial society; economic history; Mexican independence; Mexico's far northern frontier, 1821-1848. Prerequisite: Junior or senior classification.",TRUE,FALSE,FALSE
HIST,305,Mexican-American History 1848-Present,3,"Social, economic and political evolution of Mexican Americans from 1848 to present; adaptation to a harsh and isolated frontier; land tenure systems; conflict in the new Southwest; change and continuity in society; immigration and settlement of Mexicans; emergence of various political movements; current issues.",TRUE,TRUE,FALSE
HIST,307,Latino Communities of the U.S.,3,"Hispanic or 'Latino' communities of 20th century U.S.: Mexican Americans, Puerto Ricans, Cubans and Central Americans; differences in historical experiences; role of race, class, and gender; cultural identity as expressed in art, literature, folklore and religion; contemporary social, political, and economic issues.",TRUE,TRUE,FALSE
HIST,308,History of American Indians in the U.S. South,3,"Examination of the role of indigenous populations in the history and formation of the U.S. South; cultural values and social practices; impact of European exploration and African slavery; trade patterns, imperial wars, and removal policies. Prerequisite: Junior or senior classification.",TRUE,TRUE,FALSE
HIST,319,U.S. Immigration and Ethnicity,3,"The sources and persistence of ethnic identity in 19th and 20th century America; its interaction with religion, politics, languages, education and social mobility; various nativist and anti-immigrant movements; contrasts and continuities between contemporary immigration patterns and those of earlier eras.",FALSE,TRUE,FALSE
HIST,320,History of the Atlantic World,3,"Introduction to the comparative study of the civilizations and cultures that bordered on the Atlantic Ocean; examination of culture and economic exchanges and adaptations, migrations, empire-building, and the emergence of new societies and cultures. Prerequisite: Junior or senior classification.",FALSE,TRUE,FALSE
HIST,321,The Age of Revolution in the Atlantic World,3,"Origins and events of the revolutions that transformed the Atlantic empires of Great Britain, France, and Spain in the late eighteenth and nineteenth centuries; disruption of old political and economic orders; creation of independent states in the Americas. Prerequisite: Junior or senior classification.",FALSE,TRUE,FALSE
HIST,322,History of the Iberian World,3,"Introduction to the people and places of the Iberian World, ca. 1500-1900; social, political and economical relations between Spain, Portugal, Asia and the Americas; emergence of a shared culture and cross-cultural exchange. Prerequisite: Junior or senior classification.",TRUE,FALSE,FALSE
HIST,326,History of the Caribbean to Emancipation,3,History of the Caribbean region from human settlement to the late nineteenth century; indigenous peoples; European colonization; colonial societies; challenges to the imperial plantation model. Prerequisite: Junior or senior classification.,FALSE,TRUE,FALSE
HIST,330,Women in Ancient Greece and Rome,3,"Survey of women in classical Greece and Rome; emphases on female occupations and family relationships, legal and political status, traditional values, notorious women, how women were viewed and how they viewed themselves. Prerequisite: Junior or senior classification. Cross Listing: CLAS 330 and WGST 330.",FALSE,TRUE,FALSE
HIST,332,"Renaissance and Reformation Europe, 1300 to 1660",3,"Renaissance politics and diplomacy; political ideas of Erasmus and Machiavelli; art and humanism of the Renaissance; religious views of Luther, Calvin and Zwingli; the 'new' economics.",FALSE,TRUE,FALSE
HIST,333,"Europe in the Age of Absolutism, 1660-1815",3,"Europe from the 'Age of Louis XIV' to the Congress of Vienna; Russia, Austria and Prussia. Mercantilism, capitalism and the rise of the middle class. Origins and consequences of the Enlightenment.",TRUE,FALSE,FALSE
HIST,334,History of Europe in the Nineteenth Century,3,"Cultural, economic, and political processes that shaped European civilization (east and west); the Napoleon era; industrialization and urbanization; liberalism and socialism; empire and revolution; cultural developments. Prerequisite: Junior or senior classification.",TRUE,TRUE,TRUE
HIST,335,"Europe, 1890-1932",3,"A political, diplomatic, social and cultural history of Europe prior to, during and shortly after World War I.",TRUE,TRUE,FALSE
HIST,336,Europe Since 1932,3,"A political, diplomatic, military, social and cultural history of Europe prior to, during and since World War II.",FALSE,TRUE,FALSE
HIST,337,War and European Society in the Twentieth Century,3,"War and social change in Europe during the twentieth century; relationships between front lines and home fronts; government and civil society; gender and war; ethnic and national identities in Eastern, Central, and Western Europe. Prerequisite: Junior or senior classification.",FALSE,TRUE,TRUE
HIST,338,The Rise of the European Middle Class,3,"Survey of European society and social classes from the origins of capitalism in the Middle Ages to the triumph of the 'middle class world' in the 19th century; rise of the middle class, development of bourgeois ideology and culture, and creation of the working class.",FALSE,TRUE,FALSE
HIST,341,Latin America to 1810,3,Political history of South America from exploration and settlement to independence; colonial institutions; commercial systems. Prerequisite: Junior or senior classification.,FALSE,TRUE,FALSE
HIST,342,Latin America Since 1810,3,"Political history of independent South American nations since independence with emphasis upon ABC countries; economic, social and cultural development; foreign relations. Prerequisite: Junior or senior classification.",FALSE,TRUE,FALSE
HIST,343,Inter-American Relations,3,"Cultural, diplomatic and economic relations in the Western Hemisphere in historical perspective. Prerequisite: Junior or senior classification or approval of instructor.",FALSE,TRUE,FALSE
HIST,344,History of Africa to 1800,3,"Origins of humankind in Africa; development and spread of pastoralism, agriculture and iron-working; formation of states and empires; impact of Christianity and Islam; rise of international trade in gold, ivory and slaves; African diaspora. Prerequisite: Junior or senior classification. Cross Listing: AFST 344/HIST 344.",TRUE,FALSE,FALSE
HIST,345,Modern Africa,3,Survey of Africa since 1800; pre-colonial African states and societies; establishment and impact of European colonial rule; rise of nationalist movements; achievement of independence; problems of political stability and economic development in contemporary Africa; South Africa's apartheid regime and its opponents. Prerequisite: Junior or senior classification. Cross Listing: AFST 345/HIST 345.,FALSE,TRUE,FALSE
HIST,346,History of South Africa,3,Selected themes in the history of South Africa from the African Iron Age to the Apartheid regime; history of race relations in the 19th and 20th centuries and the rise of a modern industrial state. Cross Listing: AFST 346/HIST 346.,TRUE,TRUE,FALSE
HIST,347,"Rise of Islam, 600-1258",3,"Introduction to Islamic civilization from the rise of Islam to the Mongol conquests; examination of pre-Islamic poetry, the Qur'an, early Islamic laws on prayer, the ethical conventions of jihad, the lives of Muslim women, and the relation of Islam to Judaism and Christianity. Prerequisite: Junior or senior classification. Cross Listing: RELS 347/HIST 347.",TRUE,TRUE,FALSE
HIST,348,Modern Middle East,3,Survey of the Middle East since 1800; introduction to Islam and Islamic civilization; decline of the Ottoman Empire; European imperialism; rise of nationalist movements; Zionism and the emergence of Israel; Arab-Israeli conflict; impact of oil; revolution in Iran and Islamic resurgence. Prerequisite: Junior or senior classification.,TRUE,FALSE,FALSE
HIST,349,The Vietnam War/The American War,3,Vietnam's relations with the West; French colonialism; origins and development of Vietnamese nationalism; Cold War and American involvement; wartime societies in North and South Vietnam; expansion of the war to Cambodia and Laos; anti-war movements in the United States; reasons for American defeat; consequences and lessons of the war. Prerequisite: Junior or senior classification. Cross Listing: ASIA 349/HIST 349.,FALSE,TRUE,FALSE
HIST,350,World War II in Asia and the Pacific,3,Origins and development of Japanese imperialism; Japan's expansion into East and Southeast Asia and the Pacific; wartime societies; collaboration and resistance; effects of the war in the United States on Japanese-Americans; outcomes of the war; remembrance of the war. Prerequisite: Junior or senior classification. Cross Listing: ASIA 350/HIST 350.,FALSE,TRUE,FALSE
HIST,351,Traditional East Asia,3,"History and culture of China and Japan from earliest times to the coming of the West; impact of Confucianism and Buddhism; development of social, political and economic systems. Cross Listing: ASIA 351/HIST 351.",FALSE,TRUE,FALSE
HIST,352,Modern East Asia,3,Impact of the West on traditional China and Japan; the response through modernization; rise of nationalism and formation of modern nation states. Prerequisite: Junior or senior classification. Cross Listing: ASIA 352/HIST 352.,TRUE,FALSE,FALSE
HIST,353,Modern South Asia,3,"Evolution of cultures, politics and societies in Indian sub-continent from c.1500 to present; rise and demise of empires (especially Mughal and British); anti-colonialism and emergence of nation states; social and cultural struggles and debates. Prerequisite: Junior or senior classification.",TRUE,FALSE,FALSE
HIST,354,Imperial China,3,"History of imperial China from the earliest dynasties through the mid-19th century, including major political events, the structure of Chinese government, economic development, philosophies and religion, wars and military and culture and daily life. Prerequisite: Junior or senior classification. Cross Listing: ASIA 354/HIST 354.",FALSE,TRUE,FALSE
HIST,355,Modern China,3,"History of China from the coming of the West to the present; social, economic and political changes which have taken place during that period. Cross Listing: ASIA 355/HIST 355.",TRUE,FALSE,FALSE
HIST,356,Twentieth Century Japan,3,Industrialization and modernization of Japan; its rise from an isolated nation to a major world power and economic giant. Cross Listing: ASIA 356/HIST 356.,TRUE,TRUE,FALSE
HIST,357,Out of Africa: The Black Diaspora and the Modern World,3,"History and cultures of the peoples of the African Diaspora from the fourteenth through the nineteenth centuries; social, political, and economic impact on Africa, the Americas, Europe, and the Arab World; emphasis on race, gender, identity, and migration. Prerequisite: Junior or senior classification. Cross Listing: AFST 357/HIST 357.",TRUE,FALSE,FALSE
HIST,358,Chinese Cultural History,3,"Examination of Chinese culture and its evolution over the last 4,000 years; customs, art, literature, festivals, folklore, religion, architecture, medicine, and everyday life.Prerequisite: Junior or senior classification. Cross Listing: ASIA 358/HIST 358.",TRUE,FALSE,FALSE
HIST,359,American Environmental History,3,"History of American attitudes toward nature: use of land, water, timber, oil, coal, wildlife and other natural resources in the United States; conservation movement and significant conflicts over resources; changing perception of the physical environment.",TRUE,FALSE,FALSE
HIST,360,History of Energy in America,3,"Impact of energy upon industrial America; emphasis on relationship between energy and industrial development, emergence of state and federal energy policies, role of energy in foreign policy, growth of energy-oriented industries and impact of energy development on the environment.",TRUE,FALSE,FALSE
HIST,361,"Technology and Engineering in Western Civilization, 1400-Present",3,"Man's material culture and his understanding of the physical world since the 15th century; role of the Renaissance and the Scientific, Agricultural and Industrial Revolutions in Europe; the resulting transformations in western civilization.",TRUE,TRUE,FALSE
HIST,362,History of Science,3,"The ideas of the great scientists and their impact on society; the Newtonian Revolution; Lavoisier and the new chemistry; Darwin and evolutionary thought; Enrico Fermi, Robert Oppenheimer and the development of nuclear energy.",TRUE,TRUE,FALSE
HIST,363,History of Science in America,3,"The major developments in the physical and life sciences from colonial times to the present; the lives and scientific contributions of such famous American scientists as Benjamin Franklin, Joseph Henry, Thomas Edison and J. Robert Oppenheimer.",TRUE,TRUE,FALSE
HIST,364,"History of Technology and Engineering in America, 1607-Present",3,"American technological development from the colonial times to the present; technology in society, factors affecting technological development, changing attitudes toward technological accomplishments and the effects of technology upon society.",TRUE,TRUE,FALSE
HIST,365,History of Religion in America to 1860,3,"Religion in North America from colonial beginnings to eve of Civil War; relations between European Christianity, Native Americans and African Americans; religious pluralism, reform movements, social and political change. Cross Listing: RELS 365/HIST 365.",TRUE,TRUE,FALSE
